225,8,13,1.5,2.5,5,y
225,8,13,2.5,3.5,6.25,y
225,8,13,3.5,4.5,7.5,y
225,8,13,4.5,5.5,8.75,y
225,8,13,5.5,6.5,10,y
225,8,13,6.5,7.5,11.25,y
225,8,13,7.5,8.5,12.5,y
225,8,13,8.5,9.5,13.75,y
225,8,13,9.5,10.5,15,y
225,8,13,10.5,11.5,16.25,y
242,8,13,1.5,2.5,5,y
242,8,13,2.5,3.5,6.25,y
242,8,13,3.5,4.5,7.5,y
242,8,13,4.5,5.5,8.75,y
242,8,13,5.5,6.5,10,y
242,8,13,6.5,7.5,11.25,y
242,8,13,7.5,8.5,12.5,y
242,8,13,8.5,9.5,13.75,y
242,8,13,9.5,10.5,15,y
242,8,13,10.5,11.5,16.25,y
241,8,13,1.5,2.5,5.75,y
241,8,13,2.5,3.5,7,y
241,8,13,3.5,4.5,8.25,y
241,8,13,4.5,5.5,9.5,y
241,8,13,5.5,6.5,10.75,y
241,8,13,6.5,7.5,12,y
241,8,13,7.5,8.5,13.25,y
241,8,13,8.5,9.5,14.5,y
241,8,13,9.5,10.5,15.75,y
241,8,13,10.5,11.5,17,y
243,8,13,1.5,2.5,5,y
243,8,13,2.5,3.5,6.25,y
243,8,13,3.5,4.5,7.5,y
243,8,13,4.5,5.5,8.75,y
243,8,13,5.5,6.5,10,y
243,8,13,6.5,7.5,11.25,y
243,8,13,7.5,8.5,12.5,y
243,8,13,8.5,9.5,13.75,y
243,8,13,9.5,10.5,15,y
243,8,13,10.5,11.5,16.25,y
